name	taxonomy_id	taxonomy_lvl	kraken_assigned_reads	added_reads	new_est_reads	fraction_total_reads
Gymnodinialimonas ceratoperidinii	2856823	S	91	0	91	0.00000
Pseudooceanicola atlanticus	1461694	S	78	0	78	0.00000
Pseudooceanicola algae	1537215	S	12	0	12	0.00000
Pelagovum pacificum	2588711	S	88	1	89	0.00000
Tritonibacter mobilis	379347	S	77	8	85	0.00000
Pseudorhodobacter turbinis	2500533	S	59	0	59	0.00000
Silicimonas algicola	1826607	S	45	0	45	0.00000
Profundibacter amoris	2171755	S	44	0	44	0.00000
Brevirhabdus pacifica	1267768	S	36	4	40	0.00000
Pacificitalea manganoxidans	1411902	S	32	1	33	0.00000
Cognatishimia activa	1715691	S	31	0	31	0.00000
Yoonia vestfoldensis	245188	S	15	1	16	0.00000
Rhodophyticola sp. CCM32	2916397	S	14	0	14	0.00000
Abyssibius alkaniclasticus	2881234	S	14	0	14	0.00000
Pikeienuella piscinae	2748098	S	13	0	13	0.00000
Phaeobacter inhibens	221822	S	3237	524	3761	0.00003
Phaeobacter gallaeciensis	60890	S	28	6	34	0.00000
Phaeobacter porticola	1844006	S	23	2	25	0.00000
Roseovarius sp. SCSIO 43702	2823043	S	556	16	572	0.00000
Roseovarius sp. THAF9	2587847	S	19	175	194	0.00000
Roseovarius faecimaris	2494550	S	70	0	70	0.00000
Roseovarius mucosus	215743	S	37	28	65	0.00000
Roseovarius indicus	540747	S	14	2	16	0.00000
Sulfitobacter pontiacus	60137	S	405	119	524	0.00000
Sulfitobacter sp. D7	1968541	S	91	55	146	0.00000
Sulfitobacter sp. BSw21498	664426	S	85	10	95	0.00000
Sulfitobacter sp. SK012	1389005	S	51	0	51	0.00000
Sulfitobacter sp. JL08	2070369	S	14	0	14	0.00000
Sulfitobacter sp. JK7-1	2829501	S	12	0	12	0.00000
Sulfitobacter alexandrii	1917485	S	47	19	66	0.00000
Sulfitobacter indolifex	225422	S	42	5	47	0.00000
Sulfitobacter mediterraneus	83219	S	14	0	14	0.00000
Sulfitobacter faviae	1775881	S	13	2	15	0.00000
Leisingera sp. NJS201	2508306	S	297	329	626	0.00000
Leisingera sp. M658	2867015	S	20	16	36	0.00000
Leisingera aquaemixtae	1396826	S	117	74	191	0.00000
Leisingera caerulea	506591	S	48	24	72	0.00000
Leisingera methylohalidivorans	133924	S	33	7	40	0.00000
Ponticoccus alexandrii	1943633	S	642	29	671	0.00000
Mameliella alba	561184	S	577	63	640	0.00000
Salipiger profundus	1229727	S	291	74	365	0.00000
Salipiger sp. CCB-MM3	1792508	S	72	2	74	0.00000
Salipiger abyssi	1250539	S	50	10	60	0.00000
Dinoroseobacter shibae	215813	S	348	108	456	0.00000
Ketogulonicigenium vulgare	92945	S	271	6	277	0.00000
Pseudosulfitobacter pseudonitzschiae	1402135	S	223	73	296	0.00000
Pseudosulfitobacter sp. DSM 107133	2883100	S	17	8	25	0.00000
Roseivivax sp. THAF30	2587852	S	77	60	137	0.00000
Roseivivax marinus	1379903	S	123	6	129	0.00000
Ruegeria pomeroyi	89184	S	110	1	111	0.00000
Ruegeria sp. B32	2867020	S	38	1	39	0.00000
Ruegeria sp. TM1040	292414	S	25	0	25	0.00000
Ruegeria sp. AD91A	2293862	S	19	0	19	0.00000
Ruegeria conchae	981384	S	28	1	29	0.00000
Celeribacter indicus	1208324	S	107	55	162	0.00000
Celeribacter baekdonensis	875171	S	35	10	45	0.00000
Celeribacter ethanolicus	1758178	S	24	11	35	0.00000
Celeribacter marinus	1397108	S	19	0	19	0.00000
Tateyamaria omphalii	299262	S	211	4	215	0.00000
Actibacterium sp. EMB200-NS6	1609966	S	173	50	223	0.00000
Jannaschia sp. W003	2867012	S	68	0	68	0.00000
Jannaschia sp. M317	2867011	S	26	0	26	0.00000
Jannaschia sp. CCS1	290400	S	18	0	18	0.00000
Maribius sp. THAF1	2587842	S	69	0	69	0.00000
Sagittula sp. P11	2009329	S	61	21	82	0.00000
Roseobacter ponti	1891787	S	50	1	51	0.00000
Thalassobius gelatinovorus	53501	S	50	0	50	0.00000
Yangia pacifica	311180	S	47	1	48	0.00000
Oceanicola sp. D3	2587163	S	47	0	47	0.00000
Antarctobacter heliothermus	74033	S	39	0	39	0.00000
Thalassococcus sp. S3	2017482	S	36	0	36	0.00000
Octadecabacter temperatus	1458307	S	12	0	12	0.00000
Octadecabacter arcticus	53946	S	11	0	11	0.00000
Pseudorhizobium flavum	1335061	S	7089	243	7332	0.00005
Pseudorhizobium banfieldiae	1125847	S	10	0	10	0.00000
Agrobacterium larrymoorei	160699	S	1893	42	1935	0.00001
Agrobacterium tumefaciens	358	S	624	80	704	0.00000
Agrobacterium fabacearum	1183401	S	453	713	1166	0.00001
Agrobacterium vitis	373	S	60	4	64	0.00000
Agrobacterium sp. RAC06	1842536	S	11	0	11	0.00000
Rhizobium leguminosarum	384	S	383	27	410	0.00000
Rhizobium sp. IE4771	1301032	S	249	95	344	0.00000
Rhizobium sp. ACO-34A	1571470	S	15	0	15	0.00000
Rhizobium sp. AB2/73	2795216	S	14	1	15	0.00000
Rhizobium daejeonense	240521	S	100	3	103	0.00000
Rhizobium pusense	648995	S	42	41	83	0.00000
Rhizobium pseudoryzae	379684	S	18	0	18	0.00000
Neorhizobium galegae	399	S	29	0	29	0.00000
Neorhizobium sp. SOG26	2060726	S	12	0	12	0.00000
Shinella sp. PSBB067	2715959	S	550	32	582	0.00000
Shinella sp. HZN7	879274	S	132	14	146	0.00000
Shinella zoogloeoides	352475	S	26	7	33	0.00000
Sinorhizobium meliloti	382	S	131	14	145	0.00000
Sinorhizobium fredii	380	S	15	2	17	0.00000
Ensifer sp. PDNC004	2811423	S	32	0	32	0.00000
Ensifer adhaerens	106592	S	23	0	23	0.00000
Ensifer sojae	716925	S	22	1	23	0.00000
Peteryoungia desertarenae	1813451	S	19	0	19	0.00000
Bradyrhizobium barranii	2992140	S	522	825	1347	0.00001
Bradyrhizobium sp. I71	2590772	S	92	34	126	0.00000
Bradyrhizobium sp. BTAi1	288000	S	47	2	49	0.00000
Bradyrhizobium sp. ORS 278	114615	S	31	1	32	0.00000
Bradyrhizobium sp. A19	2898149	S	14	0	14	0.00000
Bradyrhizobium diazoefficiens	1355477	S	62	76	138	0.00000
Bradyrhizobium daqingense	993502	S	44	17	61	0.00000
Bradyrhizobium betae	244734	S	34	83	117	0.00000
Bradyrhizobium arachidis	858423	S	29	44	73	0.00000
Bradyrhizobium lablabi	722472	S	20	32	52	0.00000
Bradyrhizobium erythrophlei	1437360	S	18	0	18	0.00000
Bradyrhizobium sediminis	2840469	S	16	0	16	0.00000
Bradyrhizobium quebecense	2748629	S	11	3	14	0.00000
Rhodopseudomonas palustris	1076	S	797	49	846	0.00001
Rhodopseudomonas sp. P2A-2r	2991972	S	15	1	16	0.00000
Nitrobacter winogradskyi	913	S	18	0	18	0.00000
Pannonibacter phragmitetus	121719	S	2510	723	3233	0.00002
Roseibium sp. Sym1	3016006	S	186	10	196	0.00000
Labrenzia sp. VG12	2021862	S	17	0	17	0.00000
Stappia indica	538381	S	19	0	19	0.00000
Methylobacterium durans	2202825	S	578	11	589	0.00000
Methylobacterium sp. 4-46	426117	S	447	7	454	0.00000
Methylobacterium sp. WL1	2603276	S	27	0	27	0.00000
Methylobacterium indicum	1775910	S	298	44	342	0.00000
Methylobacterium radiodurans	2202828	S	92	3	95	0.00000
Methylobacterium terrae	2202827	S	24	2	26	0.00000
Methylorubrum extorquens	408	S	181	11	192	0.00000
Methylorubrum populi	223967	S	69	4	73	0.00000
Microvirga ossetica	1882682	S	36	1	37	0.00000
Microvirga thermotolerans	2651334	S	10	0	10	0.00000
Mesorhizobium sp. 131-2-1	2744518	S	197	38	235	0.00000
Mesorhizobium sp. M1D.F.Ca.ET.043.01.1.1	2493669	S	59	15	74	0.00000
Mesorhizobium sp. AR10	2865839	S	38	2	40	0.00000
Mesorhizobium sp. 113-3-3	2744516	S	25	4	29	0.00000
Mesorhizobium sp. PAMC28654	2880934	S	19	0	19	0.00000
Mesorhizobium sp. 113-1-2	2744515	S	19	2	21	0.00000
Mesorhizobium sp. J8	2777475	S	18	0	18	0.00000
Mesorhizobium sp. 131-2-5	2744519	S	16	23	39	0.00000
Mesorhizobium sp. 8	2584466	S	15	0	15	0.00000
Mesorhizobium sp. NZP2298	2483403	S	15	2	17	0.00000
Mesorhizobium sp. NZP2077	2483404	S	12	0	12	0.00000
Mesorhizobium sp. M4B.F.Ca.ET.058.02.1.1	2493675	S	10	1	11	0.00000
Mesorhizobium loti	381	S	423	102	525	0.00000
Mesorhizobium amorphae	71433	S	24	0	24	0.00000
Mesorhizobium terrae	2725666	S	23	2	25	0.00000
Mesorhizobium onobrychidis	2775404	S	18	0	18	0.00000
Phyllobacterium zundukense	1867719	S	87	1	88	0.00000
Phyllobacterium sp. T1018	555316	S	29	0	29	0.00000
Aminobacter sp. NyZ550	2979870	S	57	27	84	0.00000
Nitratireductor sp. SY7	2599600	S	36	0	36	0.00000
Hoeflea sp. IMCC20628	1620421	S	18	0	18	0.00000
Aquibium microcysteis	675281	S	15	0	15	0.00000
Roseitalea porphyridii	1852022	S	12	0	12	0.00000
Brucella anthropi	529	S	273	530	803	0.00001
Brucella intermedia	94625	S	27	1	28	0.00000
Aquabacter sp. L1I39	2820278	S	366	4	370	0.00000
Labrys sp. KNU-23	2789216	S	114	0	114	0.00000
Ancylobacter sp. SL191	2995166	S	62	2	64	0.00000
Ancylobacter sp. TS-1	1850374	S	20	1	21	0.00000
Ancylobacter pratisalsi	1745854	S	24	0	24	0.00000
Azorhizobium caulinodans	7	S	41	1	42	0.00000
Xanthobacter autotrophicus	280	S	12	3	15	0.00000
Aureimonas mangrovi	2758041	S	493	10	503	0.00000
Aureimonas populi	1701758	S	20	0	20	0.00000
Martelella mediterranea	293089	S	13	0	13	0.00000
Jiella sp. HL-NP1	2986949	S	18	0	18	0.00000
Blastochloris tepida	2233851	S	356	9	365	0.00000
Blastochloris viridis	1079	S	15	0	15	0.00000
Pelagibacterium sp. YIM 151497	2984530	S	326	16	342	0.00000
Devosia ginsengisoli	400770	S	16	1	17	0.00000
Bosea sp. NBC_00436	2969620	S	135	12	147	0.00000
Bosea sp. F3-2	2599640	S	118	14	132	0.00000
Bosea sp. RAC05	1842539	S	27	4	31	0.00000
Bosea sp. PAMC 26642	1792307	S	20	2	22	0.00000
Chelatococcus daeguensis	444444	S	326	7	333	0.00000
Chenggangzhangella methanolivorans	1437009	S	42	0	42	0.00000
Methylocystis heyeri	391905	S	11	0	11	0.00000
Pseudorhodoplanes sinuspersici	1235591	S	42	0	42	0.00000
Nordella sp. HKS 07	2712222	S	30	0	30	0.00000
Hyphomicrobium nitrativorans	1427356	S	21	1	22	0.00000
Methyloceanibacter sp. wino2	2170729	S	16	0	16	0.00000
Phreatobacter cathodiphilus	1868589	S	30	0	30	0.00000
Methylocella silvestris	199596	S	13	0	13	0.00000
Acuticoccus sp. I52.16.1	2928472	S	15	0	15	0.00000
Acetobacter pomorum	65959	S	3782	235	4017	0.00003
Roseomonas mucosa	207340	S	775	147	922	0.00001
Roseomonas sp. OT10	2897332	S	67	3	70	0.00000
Roseomonas marmotae	2768161	S	15	0	15	0.00000
Lichenicola cladoniae	1484109	S	474	1	475	0.00000
Acidiphilium multivorum	62140	S	338	31	369	0.00000
Gluconacetobacter diazotrophicus	33996	S	46	0	46	0.00000
Sediminicoccus rosea	1225128	S	34	0	34	0.00000
Niveispirillum cyanobacteriorum	1612173	S	634	116	750	0.00001
Azospirillum thiophilum	528244	S	13	3	16	0.00000
Azospirillum argentinense	2970906	S	10	20	30	0.00000
Skermanella rosea	1817965	S	50	4	54	0.00000
Tistrella mobilis	171437	S	483	33	516	0.00000
Defluviicoccus vanus	111831	S	356	29	385	0.00000
Magnetospirillum gryphiswaldense	55518	S	42	1	43	0.00000
Magnetospirillum magneticum	84159	S	10	0	10	0.00000
Rhodospirillum rubrum	1085	S	16	0	16	0.00000
Elioraea tepida	2843330	S	180	4	184	0.00000
Sphingopyxis sp. 113P3	292913	S	550	112	662	0.00000
Sphingopyxis sp. EG6	1874061	S	42	5	47	0.00000
Sphingopyxis macrogoltabida	33050	S	364	64	428	0.00000
Sphingopyxis alaskensis	117207	S	23	0	23	0.00000
Sphingomonas sp. BT-65	2989821	S	136	7	143	0.00000
Sphingomonas sp. QA11	2950605	S	85	2	87	0.00000
Sphingomonas sp. 7/4-4	3018446	S	46	3	49	0.00000
Sphingomonas sp. PAMB00755	3012344	S	33	1	34	0.00000
Sphingomonas sp. ZFBP2030	2972485	S	10	0	10	0.00000
Sphingomonas paeninsulae	2319844	S	265	2	267	0.00000
Sphingomonas profundi	2681549	S	54	2	56	0.00000
Sphingomonas nostoxanthinifaciens	2872652	S	49	2	51	0.00000
Sphingomonas morindae	1541170	S	13	0	13	0.00000
Novosphingobium sp. P6W	1609758	S	130	1	131	0.00000
Novosphingobium sp. Sx8-5	2896849	S	22	0	22	0.00000
Novosphingobium sp. THN1	1016987	S	14	0	14	0.00000
Novosphingobium sp. Gsoil 351	2675225	S	12	0	12	0.00000
Novosphingobium resinovorum	158500	S	74	13	87	0.00000
Novosphingobium humi	2282397	S	28	0	28	0.00000
Rhizorhabdus dicambivorans	1850238	S	265	115	380	0.00000
Sphingobium yanoikuyae	13690	S	23	83	106	0.00000
Sphingobium cloacae	120107	S	15	19	34	0.00000
Qipengyuania aurantiaca	2867233	S	464	13	477	0.00000
Erythrobacter neustonensis	1112	S	81	0	81	0.00000
Erythrobacter sp. BLCC-B19	3025315	S	27	0	27	0.00000
Erythrobacter mangrovi	2739433	S	25	0	25	0.00000
Erythrobacter aureus	2182384	S	22	0	22	0.00000
Porphyrobacter sp. HT-58-2	2023229	S	11	0	11	0.00000
Croceicoccus marinus	450378	S	21	1	22	0.00000
Sphingosinicella sp. BN140058	1892855	S	28	0	28	0.00000
Brevundimonas naejangsanensis	588932	S	439	5	444	0.00000
Brevundimonas albigilva	1312364	S	88	5	93	0.00000
Brevundimonas sp. PAMC22021	2861285	S	16	3	19	0.00000
Brevundimonas mediterranea	74329	S	15	0	15	0.00000
Caulobacter vibrioides	155892	S	138	15	153	0.00000
Caulobacter sp. FWC26	69665	S	61	8	69	0.00000
Caulobacter henricii	69395	S	44	1	45	0.00000
Caulobacter segnis	88688	S	17	1	18	0.00000
Phenylobacterium parvum	2201350	S	237	1	238	0.00000
Asticcacaulis sp. AND118	2840468	S	132	1	133	0.00000
Marinicauda algicola	2029849	S	507	18	525	0.00000
Ehrlichia ruminantium	779	S	11	1	12	0.00000
Rickettsia prowazekii	782	S	13	1	14	0.00000
Candidatus Pelagibacter sp. FZCC0015	2268451	S	19	2	21	0.00000
Paremcibacter congregatus	2043170	S	21	0	21	0.00000
Burkholderia pseudomallei	28450	S	728	159	887	0.00001
Burkholderia thailandensis	57975	S	10	98	108	0.00000
Burkholderia stabilis	95485	S	24	35	59	0.00000
Burkholderia multivorans	87883	S	16	6	22	0.00000
Burkholderia glumae	337	S	63	32	95	0.00000
Burkholderia gladioli	28095	S	11	0	11	0.00000
Paraburkholderia caribensis	75105	S	886	10	896	0.00001
Paraburkholderia bryophila	420952	S	47	0	47	0.00000
Paraburkholderia pallida	2547399	S	18	0	18	0.00000
Paraburkholderia edwinii	2861782	S	16	0	16	0.00000
Paraburkholderia caffeinilytica	1761016	S	11	0	11	0.00000
Cupriavidus taiwanensis	164546	S	472	205	677	0.00000
Cupriavidus pauculus	82633	S	52	3	55	0.00000
Cupriavidus campinensis	151783	S	46	2	48	0.00000
Cupriavidus oxalaticus	96344	S	30	1	31	0.00000
Ralstonia mannitolilytica	105219	S	39	4	43	0.00000
Ralstonia solanacearum	305	S	30	15	45	0.00000
Caballeronia insecticola	758793	S	33	0	33	0.00000
Chitinimonas koreensis	356302	S	10	0	10	0.00000
Alcaligenes faecalis	511	S	1972	115	2087	0.00001
Achromobacter spanius	217203	S	98	11	109	0.00000
Achromobacter xylosoxidans	85698	S	29	15	44	0.00000
Achromobacter sp. AONIH1	1758194	S	14	3	17	0.00000
Bordetella bronchiseptica	518	S	70	29	99	0.00000
Bordetella genomosp. 8	1416806	S	32	1	33	0.00000
Bordetella sp. H567	1697043	S	24	0	24	0.00000
Taylorella equigenitalis	29575	S	16	3	19	0.00000
Taylorella asinigenitalis	84590	S	15	0	15	0.00000
Acidovorax sp. NCPPB 2350	2940487	S	469	62	531	0.00000
Acidovorax carolinensis	553814	S	41	38	79	0.00000
Diaphorobacter sp. ED-3	3016636	S	425	584	1009	0.00001
Diaphorobacter sp. HDW4B	2714925	S	10	0	10	0.00000
Delftia acidovorans	80866	S	17	66	83	0.00000
Variovorax paradoxus	34073	S	38	0	38	0.00000
Comamonas aquatica	225991	S	28	11	39	0.00000
Ramlibacter tataouinensis	94132	S	33	0	33	0.00000
Hydrogenophaga sp. PBC	795665	S	10	1	11	0.00000
Kinneretia sp. DAIF2	2714952	S	18	0	18	0.00000
Rubrivivax gelatinosus	28068	S	210	4	214	0.00000
Sphaerotilus sp. FB-5	2914710	S	54	2	56	0.00000
Sphaerotilus sulfidivorans	639200	S	22	0	22	0.00000
Aquincola tertiaricarbonis	391953	S	38	1	39	0.00000
Janthinobacterium sp. Marseille	375286	S	19	1	20	0.00000
Janthinobacterium sp. PAMC25594	2861284	S	13	4	17	0.00000
Janthinobacterium sp. LM6	1938606	S	11	3	14	0.00000
Janthinobacterium svalbardensis	368607	S	45	13	58	0.00000
Janthinobacterium tructae	2590869	S	14	4	18	0.00000
Janthinobacterium agaricidamnosum	55508	S	12	7	19	0.00000
Pseudoduganella flava	871742	S	23	14	37	0.00000
Leptothrix cholodnii	34029	S	49	1	50	0.00000
Aquabacterium olei	1296669	S	17	0	17	0.00000
Laribacter hongkongensis	168471	S	280	3	283	0.00000
Deefgea tanakiae	2865840	S	22	0	22	0.00000
Kingella oralis	505	S	19	3	22	0.00000
Thauera aromatica	59405	S	99	12	111	0.00000
Azoarcus olearius	418699	S	11	0	11	0.00000
Azospira restricta	404405	S	87	4	91	0.00000
Aromatoleum aromaticum	551760	S	10	1	11	0.00000
Quatrionicoccus australiensis	138118	S	23	1	24	0.00000
Anaeromyxobacter oryzae	2918170	S	450	0	450	0.00000
Anaeromyxobacter sp. K	447217	S	65	7	72	0.00000
Anaeromyxobacter sp. Fw109-5	404589	S	22	0	22	0.00000
Corallococcus sp. NCRR	2996782	S	471	2	473	0.00000
Archangium gephyra	48	S	90	0	90	0.00000
Archangium violaceum	83451	S	13	0	13	0.00000
Sorangium cellulosum	56	S	81	35	116	0.00000
Sandaracinus amylolyticus	927083	S	56	0	56	0.00000
Nannocystis sp. fl3	2995304	S	61	0	61	0.00000
Pseudodesulfovibrio tunisiensis	463192	S	467	7	474	0.00000
Desulfovibrio vulgaris	881	S	198	6	204	0.00000
Desulfuromonas versatilis	2802975	S	17	7	24	0.00000
Campylobacter ureolyticus	827	S	22	4	26	0.00000
Campylobacter concisus	199	S	20	4	24	0.00000
Arcobacter acticola	1849015	S	18	0	18	0.00000
Aliarcobacter butzleri	28197	S	11	0	11	0.00000
Helicobacter pylori	210	S	11	1	12	0.00000
Silvanigrella aquatica	1915309	S	87	0	87	0.00000
Micavibrio aeruginosavorus	349221	S	13	0	13	0.00000
Flavobacterium sp. N1736	2986823	S	32	1	33	0.00000
Flavobacterium sp. B183	907046	S	22	2	24	0.00000
Flavobacterium sp. KBS0721	1179672	S	13	0	13	0.00000
Flavobacterium davisii	2906077	S	10	0	10	0.00000
Myroides phaeus	702745	S	73	6	79	0.00000
Lacinutrix sp. WUR7	2653681	S	22	1	23	0.00000
Polaribacter sp. ALD11	2058137	S	12	3	15	0.00000
Capnocytophaga canimorsus	28188	S	14	1	15	0.00000
Antarcticibacterium flavum	2058175	S	15	0	15	0.00000
Algibacter sp. L3A6	2686366	S	11	1	12	0.00000
Chryseobacterium indologenes	253	S	38	10	48	0.00000
Chryseobacterium sp. CY350	2997336	S	15	1	16	0.00000
Chryseobacterium sp. KACC 21268	3025664	S	11	0	11	0.00000
Chryseobacterium cucumeris	1813611	S	11	5	16	0.00000
Chryseobacterium manosquense	2754694	S	11	2	13	0.00000
Candidatus Kaistella beijingensis	2820270	S	13	0	13	0.00000
Empedobacter brevis	247	S	28	2	30	0.00000
Ornithobacterium rhinotracheale	28251	S	10	1	11	0.00000
Blattabacterium cuenoti	1653831	S	55	0	55	0.00000
Pedobacter suwonensis	332999	S	89	0	89	0.00000
Sphingobacterium sp. SRCM116780	2907623	S	38	0	38	0.00000
Sphingobacterium sp. SYP-B4668	2996035	S	21	0	21	0.00000
Sphingobacterium spiritivorum	258	S	11	0	11	0.00000
Bacteroides xylanisolvens	371601	S	26	11	37	0.00000
Bacteroides salyersiae	291644	S	13	1	14	0.00000
Phocaeicola vulgatus	821	S	15	1	16	0.00000
Prevotella dentalis	52227	S	29	1	30	0.00000
Hymenobacter sp. PAMC 26628	1484118	S	10	4	14	0.00000
Hymenobacter busanensis	2607656	S	12	3	15	0.00000
Flammeovirga sp. MY04	1191459	S	10	0	10	0.00000
Botrimarina mediterranea	2528022	S	26	3	29	0.00000
Lignipirellula cremea	2528010	S	10	0	10	0.00000
Alienimonas californiensis	2527989	S	32	4	36	0.00000
Verrucomicrobium sp. GAS474	1882831	S	18	8	26	0.00000
Opitutus terrae	107709	S	12	4	16	0.00000
Candidatus Protochlamydia amoebophila	362787	S	17	0	17	0.00000
Candidatus Protochlamydia naegleriophila	389348	S	11	0	11	0.00000
Kiritimatiella glycovorans	1307763	S	24	2	26	0.00000
Brachyspira murdochii	84378	S	59	2	61	0.00000
Brachyspira pilosicoli	52584	S	30	0	30	0.00000
Brachyspira hyodysenteriae	159	S	13	0	13	0.00000
Sediminispirochaeta smaragdinae	55206	S	18	3	21	0.00000
Sphaerochaeta coccoides	273376	S	10	0	10	0.00000
Fusobacterium nucleatum	851	S	58	17	75	0.00000
Cetobacterium somerae	188913	S	51	0	51	0.00000
Chloracidobacterium validum	2821543	S	58	0	58	0.00000
Thermodesulfobacterium geofontis	1295609	S	55	2	57	0.00000
Leptospirillum ferriphilum	178606	S	38	14	52	0.00000
Candidatus Babela massiliensis	673862	S	28	0	28	0.00000
